,sigma,optimizer,seed,r
740,100.0,rmsprop,71,0.9539142008814576
741,100.0,cobyla,71,1.0
742,100.0,rmsprop,72,0.8591577697612294
743,100.0,cobyla,72,0.8811138638765929
744,100.0,rmsprop,73,0.4428799454493786
745,100.0,cobyla,73,0.9159570674037992
746,100.0,rmsprop,74,1.0
747,100.0,cobyla,74,1.0
748,100.0,rmsprop,75,0.868411117439398
749,100.0,cobyla,75,0.7564648383319084
750,100.0,rmsprop,76,1.0
751,100.0,cobyla,76,1.0
752,100.0,rmsprop,77,0.8931831737643817
753,100.0,cobyla,77,0.8931831737643817
754,100.0,rmsprop,78,1.0
755,100.0,cobyla,78,1.0
756,100.0,rmsprop,79,0.742198186441088
757,100.0,cobyla,79,0.9841233821934627
758,100.0,rmsprop,80,1.0
759,100.0,cobyla,80,0.8924144392349332
760,100.0,rmsprop,81,0.7076868428938998
761,100.0,cobyla,81,0.747938222563668
762,100.0,rmsprop,82,1.0
763,100.0,cobyla,82,0.8823624101499539
764,100.0,rmsprop,83,0.5949460307079526
765,100.0,cobyla,83,0.9883912327041091
766,100.0,rmsprop,84,0.8553536048911862
767,100.0,cobyla,84,0.8791087592863918
768,100.0,rmsprop,85,0.7446546459360014
769,100.0,cobyla,85,0.9001904456670753
770,100.0,rmsprop,86,1.0
771,100.0,cobyla,86,1.0
772,100.0,rmsprop,87,0.8174934370680137
773,100.0,cobyla,87,0.8630165226219477
774,100.0,rmsprop,88,1.0
775,100.0,cobyla,88,0.8494433145806795
776,100.0,rmsprop,89,0.9999900206254423
777,100.0,cobyla,89,1.0
778,100.0,rmsprop,90,0.7093755280104903
779,100.0,cobyla,90,0.7904771391996976
780,100.0,rmsprop,91,1.0
781,100.0,cobyla,91,0.8846203688915485
782,100.0,rmsprop,92,0.9446213449313484
783,100.0,cobyla,92,1.0
784,100.0,rmsprop,93,1.0
785,100.0,cobyla,93,0.6254904805911867
786,100.0,rmsprop,94,0.8317166786220694
787,100.0,cobyla,94,1.0
788,100.0,rmsprop,95,0.958625303845151
789,100.0,cobyla,95,0.9048330924684534
790,100.0,rmsprop,96,0.8591040973883739
791,100.0,cobyla,96,1.0
792,100.0,rmsprop,97,1.0
793,100.0,cobyla,97,1.0
794,100.0,rmsprop,98,1.0
795,100.0,cobyla,98,1.0
796,100.0,rmsprop,99,1.0
797,100.0,cobyla,99,1.0
798,100.0,rmsprop,100,0.8143355552808986
799,100.0,cobyla,100,0.9302755222151813
